CommandLine, Time, Executable, Parent PID, PID, User, Privileges
"C:\WINDOWS\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider , 20220823123632.896948+540 , C:\WINDOWS\system32\BackgroundTaskHost.exe ,612 , 22136 , ('AzureAD', 0, 'KatayamaMasa') , N/A
"C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8537330810189931557,2004841535186600165,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ja --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path="C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\resources\app.asar" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=193 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1588 /prefetch:1 , 20220823125347.193872+540 , C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe ,16732 , 4156 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125529.945568+540 , None ,4952 , 25104 , (None, 2, None) , N/A
"C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8537330810189931557,2004841535186600165,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ja --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path="C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\resources\app.asar" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=194 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6148 /prefetch:1 , 20220823125547.204154+540 , C:\Users\KatayamaMasa\AppData\Local\Microsoft\Teams\current\Teams.exe ,16732 , 24400 , ('AzureAD', 0, 'KatayamaMasa') , N/A
"C:\Program Files (x86)\MOTEX\LanScope Cat MR\LspQuest.exe" drv 0 , 20220823125632.350038+540 , C:\Program Files (x86)\MOTEX\LanScope Cat MR\LspQuest.exe ,22932 , 17636 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125633.723563+540 , None ,612 , 14124 , (None, 2, None) , N/A
None , 20220823125633.691253+540 , None ,916 , 16484 , (None, 2, None) , N/A
"C:\Program Files (x86)\MOTEX\LanScope Cat MR\LspQuest.exe" "sam" , 20220823125633.976228+540 , C:\Program Files (x86)\MOTEX\LanScope Cat MR\LspQuest.exe ,22932 , 8544 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125642.554099+540 , None ,916 , 3356 , (None, 2, None) , N/A
None , 20220823125642.762036+540 , None ,916 , 8972 , (None, 2, None) , N/A
None , 20220823125729.797192+540 , None ,916 , 12900 , (None, 2, None) , N/A
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:App.AppXfkd8mejksk4ancwf4vtyhmkvtzn1jcbs.mca , 20220823125729.854996+540 , C:\WINDOWS\system32\backgroundTaskHost.exe ,612 , 15556 , ('AzureAD', 0, 'KatayamaMasa') , N/A
None , 20220823125729.843481+540 , None ,916 , 4476 , (None, 2, None) , N/A
None , 20220823125730.659772+540 , None ,4952 , 5104 , (None, 2, None) , N/A
